scroll,z,k,seed,variant,x,y,inside,capped
PHerc0191,4747,3,20268662,no-division,4399.313793182019,4710.826733857419,1,0
PHerc0191,4747,4,20269662,as-is,3876.4029782615135,6068.363605274039,1,0
PHerc0191,4747,4,20269662,no-division,4409.402978261513,4724.363605274039,1,0
PHerc0191,4747,5,20270662,as-is,4433.933557063131,4799.143380858877,1,0
PHerc0191,4747,5,20270662,no-division,4399.933557063131,4744.143380858877,1,0
PHerc0191,4747,6,20271662,as-is,4478.894106379462,4785.199290431657,1,0
PHerc0191,4747,6,20271662,no-division,4463.894106379462,4733.199290431657,1,0
PHerc0191,4747,7,20272662,as-is,4477.507097025114,4799.381638999998,1,0
PHerc0191,4747,7,20272662,no-division,4422.507097025114,4728.381638999998,1,0
PHerc0191,4747,8,20273662,as-is,4428.302010915241,4803.157188065641,1,0
PHerc0191,4747,8,20273662,no-division,4424.302010915241,4773.157188065641,1,0
PHerc0191,4747,9,20274662,as-is,4411.865802630039,4769.364374806292,1,0
PHerc0191,4747,9,20274662,no-division,4413.865802630039,4768.364374806292,1,0
PHerc0191,4747,10,20275662,as-is,4243.89103952362,6447.953852371795,1,0
PHerc0191,4747,10,20275662,no-division,4422.89103952362,4778.953852371795,1,0
PHerc0191,4747,11,20276662,as-is,4123.16302569832,5671.938661479643,1,0
PHerc0191,4747,11,20276662,no-division,4400.16302569832,4743.938661479643,1,0
PHerc0191,4747,12,20277662,as-is,4521.263218665731,6873.661074621246,1,0
PHerc0191,4747,12,20277662,no-division,4424.263218665731,4732.661074621246,1,0
PHerc0191,4747,13,20278662,as-is,4281.4756905039485,4763.335598846126,1,0
PHerc0191,4747,13,20278662,no-division,4190.4756905039485,4630.335598846126,1,0
PHerc0191,4747,14,20279662,as-is,4349.528194319426,6458.792833615337,1,0
PHerc0191,4747,14,20279662,no-division,4276.528194319426,4746.792833615337,1,0
PHerc0191,4747,15,20280662,as-is,4420.116727571721,4763.901810550185,1,0
PHerc0191,4747,15,20280662,no-division,4258.116727571721,4733.901810550185,1,0
PHerc0191,4747,16,20281662,as-is,4125.99080563591,6173.688466770393,1,0
PHerc0191,4747,16,20281662,no-division,4288.99080563591,4730.688466770393,1,0
PHerc0191,4747,17,20282662,as-is,4423.839591952082,4777.758484145668,1,0
PHerc0191,4747,17,20282662,no-division,4416.839591952082,4791.758484145668,1,0
PHerc0191,4747,18,20283662,as-is,4061.918953831404,5726.441072435196,1,0
PHerc0191,4747,18,20283662,no-division,4432.918953831404,4753.441072435196,1,0
PHerc0191,4747,19,20284662,as-is,4452.880001076604,6370.845060378108,1,0
PHerc0191,4747,19,20284662,no-division,4398.880001076604,4740.845060378108,1,0
PHerc0191,5372,0,20266287,as-is,4088.503260795258,6121.096853620959,1,0
PHerc0191,5372,0,20266287,no-division,4530.503260795258,4487.096853620959,1,0
PHerc0191,5372,1,20267287,as-is,4125.1382074725925,6267.072233090066,1,0
PHerc0191,5372,1,20267287,no-division,4511.1382074725925,4474.072233090066,1,0
PHerc0191,5372,2,20268287,as-is,4106.008219304325,6059.200643665094,1,0
PHerc0191,5372,2,20268287,no-division,4498.008219304325,4453.200643665094,1,0
PHerc0191,5372,3,20269287,as-is,4079.29796645764,6065.253717095681,1,0
PHerc0191,5372,3,20269287,no-division,4519.29796645764,4487.253717095681,1,0
PHerc0191,5372,4,20270287,as-is,4101.45843993802,6198.900034428745,1,0
PHerc0191,5372,4,20270287,no-division,4488.45843993802,4469.900034428745,1,0
PHerc0191,5372,5,20271287,as-is,4116.405639824206,6022.004732922236,1,0
PHerc0191,5372,5,20271287,no-division,4384.405639824206,4477.004732922236,1,0
PHerc0191,5372,6,20272287,as-is,4310.9675872586395,6246.482231840171,1,0
PHerc0191,5372,6,20272287,no-division,4491.9675872586395,4489.482231840171,1,0
PHerc0191,5372,7,20273287,as-is,4133.992813352702,6215.006299570897,1,0
PHerc0191,5372,7,20273287,no-division,4564.992813352702,4468.006299570897,1,0
PHerc0191,5372,8,20274287,as-is,4101.03451405788,6047.790394804705,1,0
PHerc0191,5372,8,20274287,no-division,4499.03451405788,4485.790394804705,1,0
PHerc0191,5372,9,20275287,as-is,4140.480569713528,6269.361946527243,1,0
PHerc0191,5372,9,20275287,no-division,4546.480569713528,4477.361946527243,1,0
PHerc0191,5372,10,20276287,as-is,4101.8507753081685,6299.085860065073,1,0
PHerc0191,5372,10,20276287,no-division,4522.8507753081685,4507.085860065073,1,0
PHerc0191,5372,11,20277287,as-is,4071.5284209926767,6043.204853165676,1,0
PHerc0191,5372,11,20277287,no-division,4569.528420992677,4511.204853165676,1,0
PHerc0191,5372,12,20278287,as-is,4097.79328879797,6060.286676621944,1,0
PHerc0191,5372,12,20278287,no-division,4566.79328879797,4478.286676621944,1,0
PHerc0191,5372,13,20279287,as-is,4101.4115161802465,6302.951092126271,1,0
PHerc0191,5372,13,20279287,no-division,4548.4115161802465,4453.951092126271,1,0
PHerc0191,5372,14,20280287,as-is,4084.468870195268,6059.908405948837,1,0
PHerc0191,5372,14,20280287,no-division,4536.468870195268,4493.908405948837,1,0
PHerc0191,5372,15,20281287,as-is,4098.42304007462,6043.4056055039,1,0
PHerc0191,5372,15,20281287,no-division,4493.42304007462,4478.4056055039,1,0
PHerc0191,5372,16,20282287,as-is,4251.713430772624,6291.354333052986,1,0
PHerc0191,5372,16,20282287,no-division,4501.713430772624,4498.354333052986,1,0
PHerc0191,5372,17,20283287,as-is,4084.2442910860855,6011.639187113652,1,0
PHerc0191,5372,17,20283287,no-division,4488.2442910860855,4497.639187113652,1,0
PHerc0191,5372,18,20284287,as-is,4135.3187910209335,6236.122538299138,1,0
PHerc0191,5372,18,20284287,no-division,4498.3187910209335,4462.122538299138,1,0
PHerc0191,5372,19,20285287,as-is,4141.41416180691,6265.901491650059,1,0
PHerc0191,5372,19,20285287,no-division,4439.41416180691,4475.901491650059,1,0
PHerc0191,5998,0,20266913,as-is,4588.859271801756,5205.280448083172,1,0
PHerc0191,5998,0,20266913,no-division,4369.859271801756,4931.280448083172,1,0
PHerc0191,5998,1,20267913,as-is,4631.942943895844,5213.47468721749,1,0
PHerc0191,5998,1,20267913,no-division,5017.942943895844,4731.47468721749,1,0
PHerc0191,5998,2,20268913,as-is,4746.982844432846,5274.994105435216,1,0
PHerc0191,5998,2,20268913,no-division,4220.982844432846,5076.994105435216,1,0
PHerc0191,5998,3,20269913,as-is,4640.014803208503,5153.37873683099,1,0
PHerc0191,5998,3,20269913,no-division,4396.014803208503,4929.37873683099,1,0
PHerc0191,5998,4,20270913,as-is,4677.615678358199,5143.770703150877,1,0
PHerc0191,5998,4,20270913,no-division,4692.615678358199,4347.770703150877,1,0
PHerc0191,5998,5,20271913,as-is,4777.939671818376,5146.250995584075,1,0
PHerc0191,5998,5,20271913,no-division,4265.939671818376,4998.250995584075,1,0
PHerc0191,5998,6,20272913,as-is,4593.397668692746,5166.41937048039,1,0
PHerc0191,5998,6,20272913,no-division,4405.397668692746,4939.41937048039,1,0
PHerc0191,5998,7,20273913,as-is,4628.573730799521,5157.593516136722,1,0
PHerc0191,5998,7,20273913,no-division,4205.573730799521,5209.593516136722,1,0
PHerc0191,5998,8,20274913,as-is,4566.142347351262,5159.500319871584,1,0
PHerc0191,5998,8,20274913,no-division,4606.142347351262,4356.500319871584,1,0
PHerc0191,5998,9,20275913,as-is,4627.96627121078,5199.790680281483,1,0
PHerc0191,5998,9,20275913,no-division,4895.96627121078,4846.790680281483,1,0
PHerc0191,5998,10,20276913,as-is,4621.14766190222,5201.9614844331845,1,0
PHerc0191,5998,10,20276913,no-division,5090.14766190222,4620.9614844331845,1,0
PHerc0191,5998,11,20277913,as-is,4342.541034874346,5317.201302520727,1,0
PHerc0191,5998,11,20277913,no-division,4287.541034874346,5022.201302520727,1,0
PHerc0191,5998,12,20278913,as-is,4695.887760645216,5190.417961836128,1,0
PHerc0191,5998,12,20278913,no-division,3767.887760645216,5165.417961836128,1,0
PHerc0191,5998,13,20279913,as-is,4670.558170895765,5189.458430980607,1,0
PHerc0191,5998,13,20279913,no-division,4938.558170895765,4745.458430980607,1,0
PHerc0191,5998,14,20280913,as-is,4657.364802261693,5197.13034584923,1,0
PHerc0191,5998,14,20280913,no-division,4212.364802261693,4953.13034584923,1,0
PHerc0191,5998,15,20281913,as-is,4628.441171183645,5235.874107478463,1,0
PHerc0191,5998,15,20281913,no-division,4538.441171183645,4864.874107478463,1,0
PHerc0191,5998,16,20282913,as-is,4598.350536718839,5145.822671588963,1,0
PHerc0191,5998,16,20282913,no-division,4778.350536718839,4849.822671588963,1,0
PHerc0191,5998,17,20283913,as-is,4657.958013500385,5159.484772612125,1,0
PHerc0191,5998,17,20283913,no-division,4255.958013500385,5123.484772612125,1,0
PHerc0191,5998,18,20284913,as-is,4607.546256032066,5155.938141911599,1,0
PHerc0191,5998,18,20284913,no-division,4428.546256032066,4910.938141911599,1,0
PHerc0191,5998,19,20285913,as-is,4665.711226671871,5168.703037373918,1,0
PHerc0191,5998,19,20285913,no-division,4800.711226671871,4848.703037373918,1,0
PHerc0191,6623,0,20267538,as-is,4603.433844024883,4665.710961115819,1,0
PHerc0191,6623,0,20267538,no-division,4958.433844024883,4229.710961115819,1,0
PHerc0191,6623,1,20268538,as-is,4500.642244485231,4683.619307527742,1,0
PHerc0191,6623,1,20268538,no-division,5255.642244485231,4270.619307527742,1,0
PHerc0191,6623,2,20269538,as-is,4526.427434315034,4778.958854985326,1,0
PHerc0191,6623,2,20269538,no-division,5241.427434315034,4212.958854985326,1,0
PHerc0191,6623,3,20270538,as-is,4685.215125461452,4718.56017985155,1,0
PHerc0191,6623,3,20270538,no-division,5224.215125461452,4231.56017985155,1,0
PHerc0191,6623,4,20271538,as-is,4653.146231809257,4705.739341229473,1,0
PHerc0191,6623,4,20271538,no-division,4971.146231809257,4695.739341229473,1,0
PHerc0191,6623,5,20272538,as-is,4637.859912166894,4729.033878134633,1,0
PHerc0191,6623,5,20272538,no-division,5214.859912166894,4219.033878134633,1,0
PHerc0191,6623,6,20273538,as-is,4673.029589983288,4697.529212110452,1,0
PHerc0191,6623,6,20273538,no-division,5246.029589983288,4222.529212110452,1,0
PHerc0191,6623,7,20274538,as-is,4516.568990289799,4788.873190349666,1,0
PHerc0191,6623,7,20274538,no-division,5271.568990289799,4179.873190349666,1,0
PHerc0191,6623,8,20275538,as-is,4551.466945838026,4710.811592565177,1,0
PHerc0191,6623,8,20275538,no-division,4924.466945838026,4229.811592565177,1,0
PHerc0191,6623,9,20276538,as-is,4530.25598120095,4627.392321979442,1,0
PHerc0191,6623,9,20276538,no-division,4950.25598120095,4267.392321979442,1,0
PHerc0191,6623,10,20277538,as-is,4681.294306586107,4708.953996386939,1,0
PHerc0191,6623,10,20277538,no-division,5110.294306586107,4671.953996386939,1,0
PHerc0191,6623,11,20278538,as-is,4527.297702368149,4793.604951741788,1,0
PHerc0191,6623,11,20278538,no-division,5308.297702368149,4157.604951741788,1,0
PHerc0191,6623,12,20279538,as-is,4552.436311111688,4786.867082536804,1,0
PHerc0191,6623,12,20279538,no-division,4900.436311111688,4197.867082536804,1,0
PHerc0191,6623,13,20280538,as-is,4510.125171132666,4740.443582662132,1,0
PHerc0191,6623,13,20280538,no-division,4993.125171132666,4555.443582662132,1,0
PHerc0191,6623,14,20281538,as-is,4533.050605582905,4653.853304451795,1,0
PHerc0191,6623,14,20281538,no-division,4984.050605582905,4688.853304451795,1,0
PHerc0191,6623,15,20282538,as-is,4642.684708647057,4663.749182243751,1,0
PHerc0191,6623,15,20282538,no-division,5114.684708647057,4105.749182243751,1,0
PHerc0191,6623,16,20283538,as-is,4518.300404633815,4609.096021637063,1,0
PHerc0191,6623,16,20283538,no-division,5147.300404633815,4097.096021637063,1,0
PHerc0191,6623,17,20284538,as-is,4667.214189327359,4707.729966009966,1,0
PHerc0191,6623,17,20284538,no-division,4935.214189327359,4228.729966009966,1,0
PHerc0191,6623,18,20285538,as-is,4685.540484513305,4701.480055237244,1,0
PHerc0191,6623,18,20285538,no-division,4924.540484513305,4654.480055237244,1,0
PHerc0191,6623,19,20286538,as-is,4508.866226589873,4653.271871010604,1,0
PHerc0191,6623,19,20286538,no-division,5201.866226589873,4604.271871010604,1,0
PHerc0191,7248,0,20268163,as-is,3636.6894479964353,4874.496901154439,1,0
PHerc0191,7248,0,20268163,no-division,4499.689447996436,4633.496901154439,1,0
PHerc0191,7248,1,20269163,as-is,3608.9471494555414,4723.482778973705,1,0
PHerc0191,7248,1,20269163,no-division,4491.947149455542,4666.482778973705,1,0
PHerc0191,7248,2,20270163,as-is,3657.4668150559705,4846.1999082754255,1,0
PHerc0191,7248,2,20270163,no-division,4510.46681505597,4672.1999082754255,1,0
PHerc0191,7248,3,20271163,as-is,3599.8925266378983,4895.642769548196,1,0
PHerc0191,7248,3,20271163,no-division,4279.892526637898,4800.642769548196,1,0
PHerc0191,7248,4,20272163,as-is,3568.7026279157462,4793.261072396712,1,0
PHerc0191,7248,4,20272163,no-division,4487.702627915746,4681.261072396712,1,0
PHerc0191,7248,5,20273163,as-is,3645.02129719577,4859.208908313982,1,0
PHerc0191,7248,5,20273163,no-division,5049.02129719577,4523.208908313982,1,0
PHerc0191,7248,6,20274163,as-is,3562.916372291719,4826.687498653832,1,0
PHerc0191,7248,6,20274163,no-division,4239.916372291719,4784.687498653832,1,0
PHerc0191,7248,7,20275163,as-is,3581.807040681727,4912.540729062571,1,0
PHerc0191,7248,7,20275163,no-division,4539.807040681727,4633.540729062571,1,0
PHerc0191,7248,8,20276163,as-is,3592.386245093758,4763.024803300926,1,0
PHerc0191,7248,8,20276163,no-division,4403.386245093758,4798.024803300926,1,0
PHerc0191,7248,9,20277163,as-is,3608.5442183919527,4784.925943168493,1,0
PHerc0191,7248,9,20277163,no-division,4311.544218391953,4777.925943168493,1,0
PHerc0191,7248,10,20278163,as-is,3628.5096891874564,4856.901920911612,1,0
PHerc0191,7248,10,20278163,no-division,4238.509689187456,4799.901920911612,1,0
PHerc0191,7248,11,20279163,as-is,3657.7642236841466,4781.585643779028,1,0
PHerc0191,7248,11,20279163,no-division,4492.764223684147,4635.585643779028,1,0
PHerc0191,7248,12,20280163,as-is,3660.317621812264,4795.040682582276,1,0
PHerc0191,7248,12,20280163,no-division,5052.317621812264,4551.040682582276,1,0
PHerc0191,7248,13,20281163,as-is,3635.338650028332,4885.830676679914,1,0
PHerc0191,7248,13,20281163,no-division,4498.338650028332,4633.830676679914,1,0
PHerc0191,7248,14,20282163,as-is,4217.021645146322,4664.8934902410665,1,0
PHerc0191,7248,14,20282163,no-division,4516.021645146322,4689.8934902410665,1,0
PHerc0191,7248,15,20283163,as-is,3629.551512362753,4795.152731821466,1,0
PHerc0191,7248,15,20283163,no-division,4284.551512362753,4795.152731821466,1,0
PHerc0191,7248,16,20284163,as-is,3639.3581241327465,4852.169013277177,1,0
PHerc0191,7248,16,20284163,no-division,4230.3581241327465,4828.169013277177,1,0
PHerc0191,7248,17,20285163,as-is,3603.5088214994494,4939.0145480689025,1,0
PHerc0191,7248,17,20285163,no-division,4331.508821499449,4769.0145480689025,1,0
PHerc0191,7248,18,20286163,as-is,3570.030459341282,4905.404396163782,1,0
PHerc0191,7248,18,20286163,no-division,4307.030459341282,4756.404396163782,1,0
PHerc0191,7248,19,20287163,as-is,3626.567526005718,4861.243459436545,1,0
PHerc0191,7248,19,20287163,no-division,4477.567526005718,4685.243459436545,1,0
PHerc0191,7874,0,20268789,as-is,4301.17187633176,4329.568412925135,1,0
PHerc0191,7874,0,20268789,no-division,5051.17187633176,4162.568412925135,1,0
PHerc0191,7874,1,20269789,as-is,4269.580271970447,4454.667544646843,1,0
PHerc0191,7874,1,20269789,no-division,5089.580271970447,4171.667544646843,1,0
PHerc0191,7874,2,20270789,as-is,5061.359912697551,4205.579348125703,1,0
PHerc0191,7874,2,20270789,no-division,5089.359912697551,4140.579348125703,1,0
PHerc0191,7874,3,20271789,as-is,4087.4800574900837,4416.170216176392,1,0
PHerc0191,7874,3,20271789,no-division,5020.480057490084,4197.170216176392,1,0
PHerc0191,7874,4,20272789,as-is,4252.629941414122,4433.2400457145495,1,0
PHerc0191,7874,4,20272789,no-division,5083.629941414122,4186.2400457145495,1,0
PHerc0191,7874,5,20273789,as-is,4095.246425176172,4516.079844949072,1,0
PHerc0191,7874,5,20273789,no-division,5060.246425176172,4184.079844949072,1,0
PHerc0191,7874,6,20274789,as-is,5071.744575011279,4165.79000313812,1,0
PHerc0191,7874,6,20274789,no-division,5097.744575011279,4151.79000313812,1,0
PHerc0191,7874,7,20275789,as-is,4093.5515137281654,4509.693841736633,1,0
PHerc0191,7874,7,20275789,no-division,5040.551513728165,4177.693841736633,1,0
PHerc0191,7874,8,20276789,as-is,4329.363467015545,4346.353010617179,1,0
PHerc0191,7874,8,20276789,no-division,5063.363467015545,4164.353010617179,1,0
PHerc0191,7874,9,20277789,as-is,4241.174837685516,4471.1331964754,1,0
PHerc0191,7874,9,20277789,no-division,5094.174837685516,4169.1331964754,1,0
PHerc0191,7874,10,20278789,as-is,4291.086504204245,4329.132609647347,1,0
PHerc0191,7874,10,20278789,no-division,5023.086504204245,4195.132609647347,1,0
PHerc0191,7874,11,20279789,as-is,4137.800182499606,4443.623608347829,1,0
PHerc0191,7874,11,20279789,no-division,5089.800182499606,4132.623608347829,1,0
PHerc0191,7874,12,20280789,as-is,3974.5216010811237,4489.243442098679,1,0
PHerc0191,7874,12,20280789,no-division,5081.521601081124,4156.243442098679,1,0
PHerc0191,7874,13,20281789,as-is,4180.991854917987,4410.888277791836,1,0
PHerc0191,7874,13,20281789,no-division,4992.991854917987,4247.888277791836,1,0
PHerc0191,7874,14,20282789,as-is,5057.974778705633,4197.167954480281,1,0
PHerc0191,7874,14,20282789,no-division,5062.974778705633,4171.167954480281,1,0
PHerc0191,7874,15,20283789,as-is,4200.5903648215835,4438.037790530477,1,0
PHerc0191,7874,15,20283789,no-division,5053.5903648215835,4158.037790530477,1,0
PHerc0191,7874,16,20284789,as-is,4126.443828278015,4434.461343453646,1,0
PHerc0191,7874,16,20284789,no-division,5071.443828278015,4140.461343453646,1,0
PHerc0191,7874,17,20285789,as-is,5061.347779195529,4205.498815437812,1,0
PHerc0191,7874,17,20285789,no-division,5075.347779195529,4159.498815437812,1,0
PHerc0191,7874,18,20286789,as-is,4088.777189710573,4517.485466942834,1,0
PHerc0191,7874,18,20286789,no-division,5066.777189710573,4168.485466942834,1,0
PHerc0191,7874,19,20287789,as-is,5059.69195302542,4186.553768945706,1,0
PHerc0191,7874,19,20287789,no-division,5067.69195302542,4168.553768945706,1,0
PHerc0191,8499,0,20269414,as-is,4600.822353397322,4221.071509100336,1,0
PHerc0191,8499,0,20269414,no-division,4999.822353397322,3758.071509100336,1,0
PHerc0191,8499,1,20270414,as-is,4988.6789926599,4119.90941077891,1,0
PHerc0191,8499,1,20270414,no-division,4941.6789926599,3642.9094107789097,1,0
PHerc0191,8499,2,20271414,as-is,5026.434124115212,3972.2271982668162,1,0
PHerc0191,8499,2,20271414,no-division,3357.4341241152124,4466.227198266816,1,0
PHerc0191,8499,3,20272414,as-is,4246.197971866082,4393.531192282769,1,0
PHerc0191,8499,3,20272414,no-division,3830.1979718660823,4568.531192282769,1,0
PHerc0191,8499,4,20273414,as-is,4193.055777006905,4053.1059959969934,1,0
PHerc0191,8499,4,20273414,no-division,4947.055777006905,3605.1059959969934,1,0
PHerc0191,8499,5,20274414,as-is,4227.829757602286,4674.941679669249,1,0
PHerc0191,8499,5,20274414,no-division,4958.829757602286,3756.9416796692494,1,0
PHerc0191,8499,6,20275414,as-is,4979.660072932385,3781.7160823970526,1,0
PHerc0191,8499,6,20275414,no-division,4973.660072932385,3696.7160823970526,1,0
PHerc0191,8499,7,20276414,as-is,3896.964646020494,4577.51674949863,1,0
PHerc0191,8499,7,20276414,no-division,3855.964646020494,4566.51674949863,1,0
PHerc0191,8499,8,20277414,as-is,5017.417553871662,3784.1332508854093,1,0
PHerc0191,8499,8,20277414,no-division,3432.4175538716618,4516.133250885409,1,0
PHerc0191,8499,9,20278414,as-is,3428.856857323616,4489.139748897473,1,0
PHerc0191,8499,9,20278414,no-division,3445.856857323616,4496.139748897473,1,0
PHerc0191,8499,10,20279414,as-is,3902.6022996152806,4558.9530644420365,1,0
PHerc0191,8499,10,20279414,no-division,3860.6022996152806,4560.9530644420365,1,0
PHerc0191,8499,11,20280414,as-is,4039.0529709922703,4608.625405659349,1,0
PHerc0191,8499,11,20280414,no-division,4092.0529709922703,4410.625405659349,1,0
PHerc0191,8499,12,20281414,as-is,5051.77782266658,3935.417679560179,1,0
PHerc0191,8499,12,20281414,no-division,5007.77782266658,3748.417679560179,1,0
PHerc0191,8499,13,20282414,as-is,3973.2856295762667,4606.0860561815025,1,0
