scroll,z,segments,sector_counts,sector_ratio,dominant_half_fraction,centroid_minus_ref_x_mm,centroid_minus_ref_y_mm,centroid_minus_ref_mm,estimate_minus_ref_x_mm,estimate_minus_ref_y_mm,estimate_minus_ref_mm,cosine,same_half_plane
PHerc0125,19562,32619,2718 2184 2931 4738 7347 5473 3240 3988,3.36,0.638,4.77,3.51,5.93,4.96,2.53,5.57,0.987,1
PHerc0125,20354,23554,2465 3070 2643 3708 2887 3208 2718 2855,1.5,0.532,1.39,-0.14,1.39,2.05,-0.23,2.06,1.0,1
PHerc0211,1702,9789,1585 506 385 1337 1521 1175 1443 1837,4.77,0.617,-2.02,0.45,2.07,-1.37,0.69,1.53,0.969,1
PHerc0211,2431,23001,4762 2558 3551 3760 1672 939 1515 4244,5.07,0.657,-2.98,-3.89,4.9,-0.58,-0.03,0.59,0.645,1
PHerc0211,3160,25246,4214 2222 2587 4042 3119 1696 1767 5599,3.3,0.579,-2.01,-0.85,2.19,-0.15,-0.02,0.15,0.957,1
PHerc0211,3889,23745,3300 1532 947 3532 4401 1792 2374 5867,6.2,0.608,-1.65,2.33,2.86,-3.22,0.08,3.22,0.597,1
PHerc0211,4617,25370,2835 1312 1640 3768 5235 1945 2494 6141,4.68,0.623,-0.24,2.38,2.39,-1.3,1.31,1.84,0.778,1
PHerc0211,5346,25565,3063 1995 1819 3377 4964 2237 1975 6135,3.37,0.599,-0.32,1.75,1.78,-0.84,0.94,1.26,0.853,1
PHerc0211,6075,23693,2824 1936 2385 2459 4284 2453 1496 5856,3.91,0.595,-1.02,1.25,1.61,0.69,0.31,0.76,-0.264,0
PHerc0211,6804,24088,3774 1984 2138 1941 5048 2117 1504 5582,3.71,0.592,-1.29,1.07,1.68,-0.25,0.04,0.25,0.864,1
PHerc0211,7533,24849,3232 2252 1960 2235 5761 2171 1839 5399,3.13,0.61,-0.19,1.55,1.56,-0.36,0.03,0.36,0.207,1
PHerc0211,8262,25443,4223 2280 2552 2240 5685 2320 1896 4247,3.0,0.556,-0.19,0.73,0.75,0.02,-0.06,0.06,-0.987,0
PHerc0211,8991,24487,4518 2086 2595 2038 5562 2474 2012 3202,2.76,0.541,0.17,0.63,0.65,-0.2,0.03,0.21,-0.109,0
PHerc0211,9720,23093,4823 2051 2710 2320 5263 1601 1479 2846,3.56,0.538,0.24,-0.61,0.66,1.22,-1.17,1.69,0.908,1
PHerc0211,10448,20763,4222 1614 2164 2248 4647 1256 1700 2912,3.7,0.526,0.28,0.19,0.34,0.78,-0.03,0.78,0.812,1
PHerc0211,11177,26673,4157 2101 2257 3584 5711 2672 2349 3842,2.72,0.546,1.61,0.76,1.78,1.87,-0.0,1.87,0.903,1
PHerc0211,11906,26229,2102 1088 1752 4806 6596 2435 3132 4318,6.06,0.647,5.21,3.63,6.34,-0.24,2.56,2.57,0.494,1
PHerc0211,12635,32430,1292 950 1649 7144 8211 6009 3395 3780,8.64,0.763,8.86,5.5,10.43,4.15,4.32,5.99,0.969,1
PHerc0211,13364,35005,5462 3034 3123 3758 3928 4995 4738 5967,1.97,0.605,-2.27,2.2,3.16,-4.93,0.41,4.94,0.773,1
PHerc0211,14093,31572,4755 4242 4877 3574 1839 3600 4372 4313,2.65,0.576,-3.39,-1.64,3.77,0.44,-0.37,0.58,-0.413,0
PHerc0211,14822,31266,5331 4350 2809 2228 806 3235 4846 7661,9.5,0.71,-8.15,1.56,8.3,-7.57,-4.18,8.65,0.769,1
PHerc0211,15551,35245,4652 3601 3638 2691 1453 4889 5651 8670,5.97,0.677,-6.14,2.69,6.7,-8.91,-0.76,8.95,0.878,1
PHerc0211,16279,29674,1892 3207 4176 6253 6404 2987 2668 2087,3.38,0.675,7.33,-1.68,7.52,7.94,-3.51,8.69,0.982,1
PHerc0211,17008,26867,1909 3081 3734 4008 5249 4556 2283 2047,2.75,0.653,5.34,-0.51,5.36,0.06,0.33,0.34,0.095,1
PHerc0211,17737,20744,4045 2242 3605 1643 3274 1986 1540 2409,2.63,0.593,0.31,-2.71,2.73,-0.74,0.25,0.78,-0.425,0
PHerc0211,18466,13870,2203 3213 1737 1278 1344 1219 1458 1418,2.64,0.618,-2.36,-2.61,3.52,-0.09,-0.42,0.43,0.864,1
PHerc0332,698,453,76 61 68 33 38 50 48 79,2.39,0.627,-3.29,-0.96,3.43,-6.49,0.2,6.49,0.95,1
PHerc0332,1033,6710,1309 1022 783 446 395 477 868 1410,3.57,0.687,-2.73,-0.44,2.77,-1.32,0.11,1.33,0.971,1
PHerc0332,1367,9820,1480 1061 1200 935 925 1244 1433 1542,1.67,0.58,-1.18,0.45,1.26,-0.19,0.57,0.6,0.63,1
PHerc0332,1701,10602,1594 1047 1340 1389 1270 1276 1328 1358,1.52,0.524,-0.14,0.06,0.16,-0.15,0.28,0.32,0.79,1
PHerc0332,2036,10813,1597 964 1347 1553 1377 1366 1309 1300,1.66,0.522,0.24,0.12,0.27,0.13,0.28,0.31,0.777,1
PHerc0332,2370,11030,1718 1125 1515 1531 1403 1335 1112 1291,1.54,0.534,0.27,-0.49,0.56,0.38,-0.17,0.42,0.793,1
PHerc0332,2704,11200,1688 1060 1513 1503 1404 1326 1011 1695,1.68,0.532,-0.4,-0.44,0.59,-0.17,0.04,0.18,0.48,1
PHerc0332,3039,10679,1853 976 1362 1583 1317 1199 1042 1347,1.9,0.541,-0.07,-0.53,0.54,-0.08,-0.19,0.21,0.964,1
PHerc0332,3373,10458,1863 1009 1272 1557 1289 1187 977 1304,1.91,0.545,-0.11,-0.5,0.51,-0.24,0.17,0.29,-0.397,0
PHerc0332,3707,10376,1761 1128 1137 1464 1268 1255 1190 1173,1.56,0.529,-0.15,-0.28,0.32,-0.08,0.18,0.19,-0.61,0
PHerc0332,4042,10882,1932 1257 1306 1713 1197 1108 1194 1175,1.74,0.57,-0.21,-0.93,0.95,-0.32,-0.13,0.35,0.572,1
PHerc0332,4376,10740,1470 1052 1140 2039 1608 1440 986 1005,2.07,0.58,1.61,-0.24,1.63,0.65,0.42,0.77,0.755,1
PHerc0332,4710,10439,1448 1091 1109 1965 1453 1256 1050 1067,1.87,0.554,1.27,-0.29,1.31,-0.04,-0.02,0.04,-0.681,0
PHerc0332,5044,10318,1375 1091 1006 1907 1534 1156 1199 1050,1.9,0.562,1.14,0.02,1.14,0.3,-0.26,0.39,0.751,1
PHerc0332,5379,10711,1476 1284 1080 1896 1501 1220 1265 989,1.92,0.549,0.89,-0.21,0.92,0.51,-0.34,0.62,0.933,1
PHerc0332,5713,10902,1576 1149 946 1676 1372 1398 1496 1289,1.77,0.545,0.0,0.53,0.53,-0.22,0.62,0.66,0.943,1
PHerc0332,6047,10575,1276 1026 975 1651 1601 1493 1317 1236,1.69,0.573,0.73,0.63,0.97,0.01,0.15,0.15,0.719,1
PHerc0332,6382,10507,1245 1209 1283 1465 1441 1449 1197 1218,1.22,0.537,0.5,-0.01,0.5,0.16,0.01,0.16,0.995,1
PHerc0332,6716,10800,1364 1428 1626 1567 1217 1225 1182 1191,1.38,0.554,0.3,-1.15,1.19,-0.05,-0.11,0.12,0.756,1
PHerc0332,7050,10360,1101 1130 1241 1502 1344 1496 1417 1129,1.36,0.556,0.55,0.42,0.7,0.16,0.54,0.56,0.805,1
PHerc0332,7385,9451,1086 1069 1312 1229 1141 1399 1177 1038,1.35,0.538,0.28,0.1,0.3,0.11,-0.17,0.21,0.206,1
PHerc0332,7719,9483,982 1103 1285 1159 1099 1347 1250 1258,1.37,0.522,-0.11,0.55,0.56,-0.05,-0.48,0.49,-0.957,0
PHerc0332,8053,7755,335 509 1151 1110 1143 1241 1231 1035,3.7,0.609,0.89,1.34,1.61,0.34,0.45,0.57,0.998,1
PHerc0332,8388,8765,5809 1264 1116 226 54 52 59 185,111.71,0.96,-5.53,-2.19,5.95,-1.65,-1.51,2.24,0.935,1
PHerc0826,1941,18648,5377 1887 2067 4122 2017 1504 331 1343,16.24,0.721,-0.48,-3.09,3.12,-0.04,0.24,0.25,-0.945,0
PHerc0826,2564,25235,5247 1805 2587 3229 2481 3150 2753 3983,2.91,0.6,-2.75,0.73,2.85,-0.91,0.49,1.03,0.973,1
PHerc0826,3186,22969,5518 2575 2350 2469 2060 3824 1759 2414,3.14,0.588,-2.5,-0.35,2.53,-2.01,-0.59,2.1,0.989,1
PHerc0826,3809,23887,6622 2313 1582 2101 1977 4298 2052 2942,4.19,0.666,-4.03,0.59,4.08,-1.46,-1.25,1.92,0.657,1
PHerc0826,4432,21614,5292 2026 1084 1553 2092 3251 2605 3711,4.88,0.687,-5.35,1.53,5.56,-1.03,-0.82,1.32,0.582,1
PHerc0826,5054,19509,5201 1446 1476 2229 1888 1801 2208 3260,3.6,0.639,-5.5,-0.32,5.51,-0.49,-0.7,0.85,0.622,1
PHerc0826,5677,18594,5582 2259 1038 1283 1803 2001 1408 3220,5.38,0.671,-7.14,-1.43,7.28,1.75,1.24,2.14,-0.914,0
PHerc0826,6300,22908,4880 1806 1854 1139 2473 1769 2028 6959,6.11,0.684,-7.71,0.7,7.74,-9.48,-4.74,10.6,0.85,1
PHerc0826,6922,21789,6787 2820 3384 1895 1488 1068 1060 3287,6.4,0.747,-5.57,-4.08,6.91,-5.65,-3.75,6.78,0.999,1
PHerc0826,7545,20932,3695 1995 2362 4479 2082 2064 1173 3082,3.82,0.599,0.43,-1.43,1.5,0.98,-0.63,1.17,0.757,1
PHerc0826,8168,20750,3157 1388 1156 4232 2630 1835 2354 3998,3.66,0.547,-0.5,1.74,1.81,-4.01,0.69,4.07,0.435,1
PHerc0826,8790,24007,4108 661 683 3893 4986 1959 3422 4295,7.54,0.611,0.34,3.78,3.79,-6.2,2.39,6.64,0.276,1
PHerc0826,9413,22231,4312 3689 2003 5941 2138 1048 550 2550,10.8,0.717,0.36,-5.82,5.83,-1.53,-4.02,4.3,0.91,1
PHerc0826,10035,20416,6214 1567 1543 4269 2458 1222 1094 2049,5.68,0.666,-0.85,-3.08,3.19,-5.47,-7.94,9.64,0.945,1
PHerc0826,10658,21235,6063 1338 697 5396 2928 827 1004 2982,8.7,0.635,-0.72,-2.75,2.84,-6.83,-0.88,6.89,0.376,1
PHerc0826,11281,20908,6409 1055 989 5511 2687 640 711 2906,10.01,0.668,-0.62,-2.94,3.01,-5.72,-5.82,8.16,0.843,1
PHerc0826,11903,22389,6278 1185 985 5704 3232 1098 1046 2861,6.37,0.632,-0.43,-1.79,1.84,-2.5,-1.79,3.07,0.757,1
PHerc0826,12526,21915,6697 799 633 4705 3789 1278 1049 2965,10.58,0.586,-1.09,-0.89,1.41,-3.64,-0.5,3.67,0.855,1
PHerc0826,13149,22067,6817 950 721 5467 3726 1126 888 2372,9.45,0.632,-0.38,-1.46,1.51,4.13,-0.93,4.24,-0.033,0
PHerc0826,13771,22491,6668 967 869 5465 4318 1283 890 2031,7.67,0.621,0.58,-1.3,1.42,8.17,-1.57,8.32,0.571,1
PHerc0826,14394,20300,5668 1157 952 5334 3277 1408 785 1719,7.22,0.646,0.69,-1.45,1.61,4.41,0.55,4.44,0.315,1
PHerc0826,15017,19966,5184 1152 976 3913 3987 1472 836 2446,6.2,0.562,-0.21,-0.5,0.54,4.15,1.01,4.27,-0.589,0
PHerc0826,15639,18586,4503 805 682 2586 4893 1762 706 2649,7.17,0.539,0.91,0.85,1.24,5.27,1.17,5.4,0.862,1
PHerc0826,16262,12696,2956 263 141 812 730 2350 1371 4073,28.89,0.847,-7.29,3.46,8.07,-13.8,0.78,13.82,0.926,1
PHercParis4,2252,26302,3918 8939 209 105 3031 4367 3178 2555,85.13,0.707,-3.0,-2.86,4.14,-2.34,-1.48,2.77,0.98,1
PHercParis4,5326,123791,18004 30050 11608 11224 21909 15218 8793 6985,4.3,0.604,0.85,-2.9,3.02,-1.02,-2.66,2.85,0.795,1
PHercParis4,8401,157814,24488 40756 20814 15112 21767 16706 9275 8896,4.58,0.641,-1.02,-4.89,5.0,-0.55,-1.11,1.24,0.967,1
PHercParis4,11475,166898,28073 42186 20391 13716 18257 13805 16907 13563,3.11,0.625,-2.41,-4.9,5.46,0.41,0.03,0.41,-0.516,0
PHercParis4,14549,163673,28051 28646 25312 14447 16882 18839 17129 14367,1.99,0.589,-0.6,-2.82,2.88,-1.07,-1.22,1.63,0.874,1
PHercParis4,17623,140550,17607 28307 25706 18262 17669 10163 11433 11403,2.79,0.64,1.88,-5.23,5.56,-0.44,-1.32,1.39,0.783,1
PHercParis4,20698,147568,19084 27274 16358 21577 19542 21531 10126 12076,2.69,0.574,2.57,-1.24,2.86,0.39,-1.07,1.14,0.718,1
PHercParis4,23772,169505,31652 30380 16668 15695 25578 29018 14582 5932,5.34,0.557,1.17,-0.51,1.28,5.08,8.92,10.26,0.105,1
PHercParis4,26846,210461,38806 22147 13521 18625 28975 41298 23986 23103,3.05,0.604,-0.65,3.18,3.25,-1.48,-0.6,1.6,-0.18,0
PHercParis4,29920,207510,38873 24993 14960 15670 35609 31691 23865 21849,2.6,0.56,-0.71,1.66,1.8,-0.66,1.11,1.29,0.992,1
PHercParis4,32995,224438,40104 25709 15908 15829 38219 37379 26288 25002,2.53,0.574,-0.86,2.32,2.47,-1.07,-0.71,1.29,-0.225,0
PHercParis4,36069,218726,42738 26749 15015 14343 39005 33060 20507 27309,2.98,0.565,-1.66,1.49,2.23,-1.04,-0.63,1.22,0.288,1
PHercParis4,39143,191079,40815 22259 9395 9611 33839 28351 22053 24756,4.34,0.607,-2.71,2.27,3.53,-6.21,1.13,6.31,0.869,1
PHercParis4,42217,199738,42097 28959 10075 5821 28432 35248 27037 22069,7.23,0.633,-3.58,2.33,4.27,-0.75,-1.04,1.28,0.045,1
PHercParis4,45292,213102,36781 30217 11785 9570 33653 34513 24604 31979,3.84,0.6,-2.76,2.53,3.74,0.78,0.95,1.23,0.052,1
PHercParis4,48366,229316,31572 34483 17228 17416 38203 33171 29067 28176,2.22,0.561,-0.57,1.57,1.67,0.11,0.21,0.23,0.681,1
PHercParis4,51440,226452,31033 37923 21978 22780 36247 26560 24802 25129,1.73,0.525,0.12,-0.97,0.98,-0.96,-0.87,1.29,0.575,1
PHercParis4,54514,227899,33059 37306 21259 22141 28818 27606 27850 29860,1.75,0.562,-1.9,-0.51,1.96,0.76,-0.09,0.77,-0.93,0
PHercParis4,57589,215164,34874 31699 16505 19346 19075 26923 29035 37707,2.28,0.62,-4.43,0.74,4.49,-0.08,-0.03,0.09,0.871,1
PHercParis4,60663,192838,33325 30434 15567 20234 15390 17364 25357 35167,2.29,0.644,-4.98,-0.64,5.02,-0.62,-0.86,1.06,0.684,1
PHercParis4,63737,195190,31982 30800 20970 18646 14080 12954 26153 39605,3.06,0.659,-5.77,-0.89,5.84,-0.69,0.03,0.69,0.98,1
PHercParis4,66811,177842,34172 24240 21083 14621 8649 9800 26524 38753,4.48,0.695,-7.28,-0.61,7.31,-0.93,0.32,0.99,0.916,1
PHercParis4,69886,130910,29726 25372 17882 4652 3521 4708 15301 29748,8.45,0.785,-8.14,-2.94,8.66,-0.67,-0.34,0.75,0.992,1
PHercParis4,72960,52864,23496 20154 2098 596 568 708 1042 4202,41.37,0.945,-9.85,-8.25,12.85,-1.2,-0.3,1.24,0.899,1
