scroll,z,k,seed,p,x,y,inside,capped
PHerc0332,698,14,20275613,0.5,1823.3749856726656,1944.8653643447094,1,0
PHerc0332,698,14,20275613,1.0,1805.3749856726656,1860.8653643447094,1,0
PHerc0332,698,14,20275613,1.5,1062.3749856726656,1483.8653643447094,1,0
PHerc0332,698,14,20275613,2.0,1140.3749856726656,2942.8653643447096,1,0
PHerc0332,698,15,20276613,0.5,1822.8915539869074,1945.637644611893,1,0
PHerc0332,698,15,20276613,1.0,1805.8915539869074,1860.637644611893,1,0
PHerc0332,698,15,20276613,1.5,571.8915539869074,1901.637644611893,1,0
PHerc0332,698,15,20276613,2.0,2566.8915539869076,1307.637644611893,1,0
PHerc0332,698,16,20277613,0.5,1815.8408382610749,1989.697521824391,1,0
PHerc0332,698,16,20277613,1.0,2247.840838261075,2109.697521824391,1,0
PHerc0332,698,16,20277613,1.5,1535.8408382610749,898.6975218243911,1,0
PHerc0332,698,16,20277613,2.0,1539.8408382610749,899.6975218243911,1,0
PHerc0332,698,17,20278613,0.5,1823.369983619597,1945.0985242361885,1,0
PHerc0332,698,17,20278613,1.0,1822.369983619597,1770.0985242361885,1,0
PHerc0332,698,17,20278613,1.5,2260.369983619597,1060.0985242361885,1,0
PHerc0332,698,17,20278613,2.0,2261.369983619597,1055.0985242361885,1,0
PHerc0332,698,18,20279613,0.5,1819.566872542458,1955.3576933523468,1,0
PHerc0332,698,18,20279613,1.0,1805.566872542458,1861.3576933523468,1,0
PHerc0332,698,18,20279613,1.5,2265.566872542458,1065.3576933523468,1,0
PHerc0332,698,18,20279613,2.0,2268.566872542458,1062.3576933523468,1,0
PHerc0332,698,19,20280613,0.5,1818.0217497842123,1946.0246127014161,1,0
PHerc0332,698,19,20280613,1.0,1806.0217497842123,1861.0246127014161,1,0
PHerc0332,698,19,20280613,1.5,1533.0217497842123,903.0246127014161,1,0
PHerc0332,698,19,20280613,2.0,1534.0217497842123,902.0246127014161,1,0
PHerc0332,1033,0,20261948,0.5,2074.3701763703707,2085.9834572437626,1,0
PHerc0332,1033,0,20261948,1.0,2011.3701763703707,2065.9834572437626,1,0
PHerc0332,1033,0,20261948,1.5,1986.3701763703707,1954.9834572437626,1,0
PHerc0332,1033,0,20261948,2.0,1684.3701763703707,1753.9834572437626,1,0
PHerc0332,1033,1,20262948,0.5,2069.270073319848,2089.9506741620576,1,0
PHerc0332,1033,1,20262948,1.0,1996.270073319848,2088.9506741620576,1,0
PHerc0332,1033,1,20262948,1.5,1958.270073319848,2049.9506741620576,1,0
PHerc0332,1033,1,20262948,2.0,1918.270073319848,2053.9506741620576,1,0
PHerc0332,1033,2,20263948,0.5,2071.6220297948494,2082.202935522534,1,0
PHerc0332,1033,2,20263948,1.0,1996.6220297948494,2046.202935522534,1,0
PHerc0332,1033,2,20263948,1.5,1971.6220297948494,1992.202935522534,1,0
PHerc0332,1033,2,20263948,2.0,1978.6220297948494,1937.202935522534,1,0
PHerc0332,1033,3,20264948,0.5,2072.2688711092046,2083.383905571758,1,0
PHerc0332,1033,3,20264948,1.0,1994.2688711092046,2066.383905571758,1,0
PHerc0332,1033,3,20264948,1.5,1951.2688711092046,2025.383905571758,1,0
PHerc0332,1033,3,20264948,2.0,1793.2688711092046,1997.383905571758,1,0
PHerc0332,1033,4,20265948,0.5,2067.3775434358286,2083.664379751953,1,0
PHerc0332,1033,4,20265948,1.0,1992.3775434358286,2070.664379751953,1,0
PHerc0332,1033,4,20265948,1.5,1969.3775434358286,1999.6643797519532,1,0
PHerc0332,1033,4,20265948,2.0,1933.3775434358286,1827.6643797519532,1,0
PHerc0332,1033,5,20266948,0.5,2073.322443237273,2078.1818256091856,1,0
PHerc0332,1033,5,20266948,1.0,2002.322443237273,2041.1818256091856,1,0
PHerc0332,1033,5,20266948,1.5,1973.322443237273,1967.1818256091856,1,0
PHerc0332,1033,5,20266948,2.0,1892.322443237273,1869.1818256091856,1,0
PHerc0332,1033,6,20267948,0.5,2066.9098494625164,2082.777784830004,1,0
PHerc0332,1033,6,20267948,1.0,1994.9098494625164,2058.777784830004,1,0
PHerc0332,1033,6,20267948,1.5,1957.9098494625164,2012.7777848300038,1,0
PHerc0332,1033,6,20267948,2.0,1944.9098494625164,1838.7777848300038,1,0
PHerc0332,1033,7,20268948,0.5,2072.5595429701893,2077.6085021219737,1,0
PHerc0332,1033,7,20268948,1.0,1998.5595429701893,2043.6085021219737,1,0
PHerc0332,1033,7,20268948,1.5,1973.5595429701893,1993.6085021219737,1,0
PHerc0332,1033,7,20268948,2.0,1707.5595429701893,2259.6085021219737,1,0
PHerc0332,1033,8,20269948,0.5,2072.5808229445984,2082.7020830730075,1,0
PHerc0332,1033,8,20269948,1.0,1996.5808229445984,2073.7020830730075,1,0
PHerc0332,1033,8,20269948,1.5,1993.5808229445984,1968.7020830730075,1,0
PHerc0332,1033,8,20269948,2.0,1837.5808229445984,2056.7020830730075,1,0
PHerc0332,1033,9,20270948,0.5,2070.1162650796828,2082.529860790246,1,0
PHerc0332,1033,9,20270948,1.0,1997.1162650796828,2070.529860790246,1,0
PHerc0332,1033,9,20270948,1.5,1972.1162650796828,1990.529860790246,1,0
PHerc0332,1033,9,20270948,2.0,2171.1162650796828,1698.529860790246,1,0
PHerc0332,1033,10,20271948,0.5,2065.9104260727486,2080.60610305347,1,0
PHerc0332,1033,10,20271948,1.0,1991.9104260727486,2046.6061030534702,1,0
PHerc0332,1033,10,20271948,1.5,1965.9104260727486,2002.60610305347,1,0
PHerc0332,1033,10,20271948,2.0,1806.9104260727486,1945.60610305347,1,0
PHerc0332,1033,11,20272948,0.5,2070.7634479626527,2089.182978275101,1,0
PHerc0332,1033,11,20272948,1.0,1990.7634479626527,2068.182978275101,1,0
PHerc0332,1033,11,20272948,1.5,1944.7634479626527,2030.182978275101,1,0
PHerc0332,1033,11,20272948,2.0,1801.7634479626527,1943.1829782751013,1,0
PHerc0332,1033,12,20273948,0.5,2063.4513729925475,2085.302925158574,1,0
PHerc0332,1033,12,20273948,1.0,1986.4513729925475,2076.302925158574,1,0
PHerc0332,1033,12,20273948,1.5,1933.4513729925475,2117.302925158574,1,0
PHerc0332,1033,12,20273948,2.0,1835.4513729925475,2153.302925158574,1,0
PHerc0332,1033,13,20274948,0.5,2075.298591356401,2079.904980068164,1,0
PHerc0332,1033,13,20274948,1.0,2010.2985913564012,2035.9049800681641,1,0
PHerc0332,1033,13,20274948,1.5,1983.2985913564012,1979.9049800681641,1,0
PHerc0332,1033,13,20274948,2.0,1710.2985913564012,1723.9049800681641,1,0
PHerc0332,1033,14,20275948,0.5,2074.2854689314327,2078.4515158437043,1,0
PHerc0332,1033,14,20275948,1.0,2007.2854689314327,2059.4515158437043,1,0
PHerc0332,1033,14,20275948,1.5,1999.2854689314327,1965.4515158437043,1,0
PHerc0332,1033,14,20275948,2.0,2226.2854689314327,1628.4515158437043,1,0
PHerc0332,1033,15,20276948,0.5,2077.111388711468,2076.84692128674,1,0
PHerc0332,1033,15,20276948,1.0,2009.1113887114682,2013.8469212867399,1,0
PHerc0332,1033,15,20276948,1.5,1998.1113887114682,1958.8469212867399,1,0
PHerc0332,1033,15,20276948,2.0,1994.1113887114682,1943.8469212867399,1,0
PHerc0332,1033,16,20277948,0.5,2073.1495949843315,2078.1542803085026,1,0
PHerc0332,1033,16,20277948,1.0,1996.1495949843315,2039.1542803085026,1,0
PHerc0332,1033,16,20277948,1.5,1964.1495949843315,1992.1542803085026,1,0
PHerc0332,1033,16,20277948,2.0,1727.1495949843315,1714.1542803085026,1,0
PHerc0332,1033,17,20278948,0.5,2076.2772809408584,2078.1276061368544,1,0
PHerc0332,1033,17,20278948,1.0,1998.2772809408584,2046.1276061368544,1,0
PHerc0332,1033,17,20278948,1.5,1956.2772809408584,2007.1276061368544,1,0
PHerc0332,1033,17,20278948,2.0,2109.2772809408584,1685.1276061368544,1,0
PHerc0332,1033,18,20279948,0.5,2067.0576974674577,2083.7347923478883,1,0
PHerc0332,1033,18,20279948,1.0,1994.0576974674577,2061.7347923478883,1,0
PHerc0332,1033,18,20279948,1.5,1966.0576974674577,1998.7347923478883,1,0
PHerc0332,1033,18,20279948,2.0,1959.0576974674577,1963.7347923478883,1,0
PHerc0332,1033,19,20280948,0.5,2070.887700387381,2080.242801577769,1,0
PHerc0332,1033,19,20280948,1.0,2010.8877003873808,2054.242801577769,1,0
PHerc0332,1033,19,20280948,1.5,1946.8877003873808,2202.242801577769,1,0
PHerc0332,1033,19,20280948,2.0,1978.8877003873808,1749.2428015777691,1,0
PHerc0332,1367,0,20262282,0.5,2115.1307628279737,2097.5919841264313,1,0
PHerc0332,1367,0,20262282,1.0,2118.1307628279737,2118.5919841264313,1,0
PHerc0332,1367,0,20262282,1.5,2115.1307628279737,2120.5919841264313,1,0
PHerc0332,1367,0,20262282,2.0,2112.1307628279737,2123.5919841264313,1,0
PHerc0332,1367,1,20263282,0.5,2111.918593389171,2099.1106967934384,1,0
PHerc0332,1367,1,20263282,1.0,2110.918593389171,2109.1106967934384,1,0
PHerc0332,1367,1,20263282,1.5,2111.918593389171,2116.1106967934384,1,0
PHerc0332,1367,1,20263282,2.0,2105.918593389171,2045.1106967934384,1,0
PHerc0332,1367,2,20264282,0.5,2115.7720106572874,2091.3398264944726,1,0
PHerc0332,1367,2,20264282,1.0,2116.7720106572874,2088.3398264944726,1,0
PHerc0332,1367,2,20264282,1.5,2119.7720106572874,2084.3398264944726,1,0
PHerc0332,1367,2,20264282,2.0,2121.7720106572874,2083.3398264944726,1,0
PHerc0332,1367,3,20265282,0.5,2109.9265545858775,2098.73480029606,1,0
PHerc0332,1367,3,20265282,1.0,2109.9265545858775,2118.73480029606,1,0
PHerc0332,1367,3,20265282,1.5,2111.9265545858775,2137.73480029606,1,0
PHerc0332,1367,3,20265282,2.0,2114.9265545858775,2141.73480029606,1,0
PHerc0332,1367,4,20266282,0.5,2119.0398501059562,2086.20004923768,1,0
PHerc0332,1367,4,20266282,1.0,2121.0398501059562,2079.20004923768,1,0
PHerc0332,1367,4,20266282,1.5,2129.0398501059562,2061.20004923768,1,0
PHerc0332,1367,4,20266282,2.0,2130.0398501059562,2050.20004923768,1,0
PHerc0332,1367,5,20267282,0.5,2118.141200874287,2086.575671963798,1,0
PHerc0332,1367,5,20267282,1.0,2107.141200874287,2080.575671963798,1,0
PHerc0332,1367,5,20267282,1.5,2125.141200874287,2058.575671963798,1,0
PHerc0332,1367,5,20267282,2.0,2124.141200874287,2046.575671963798,1,0
PHerc0332,1367,6,20268282,0.5,2113.2255663662695,2103.81657955397,1,0
PHerc0332,1367,6,20268282,1.0,2110.2255663662695,2109.81657955397,1,0
PHerc0332,1367,6,20268282,1.5,2107.2255663662695,2118.81657955397,1,0
PHerc0332,1367,6,20268282,2.0,2104.2255663662695,2125.81657955397,1,0
PHerc0332,1367,7,20269282,0.5,2118.627199996593,2106.883634109797,1,0
PHerc0332,1367,7,20269282,1.0,2117.627199996593,2118.883634109797,1,0
PHerc0332,1367,7,20269282,1.5,2132.627199996593,2129.883634109797,1,0
PHerc0332,1367,7,20269282,2.0,2137.627199996593,2129.883634109797,1,0
PHerc0332,1367,8,20270282,0.5,2111.8744994893364,2092.3621087657657,1,0
PHerc0332,1367,8,20270282,1.0,2105.8744994893364,2084.3621087657657,1,0
PHerc0332,1367,8,20270282,1.5,2103.8744994893364,2066.3621087657657,1,0
PHerc0332,1367,8,20270282,2.0,2120.8744994893364,2044.3621087657657,1,0
PHerc0332,1367,9,20271282,0.5,2114.3538184435815,2107.7528706639964,1,0
PHerc0332,1367,9,20271282,1.0,2126.3538184435815,2111.7528706639964,1,0
PHerc0332,1367,9,20271282,1.5,2128.3538184435815,2111.7528706639964,1,0
PHerc0332,1367,9,20271282,2.0,2132.3538184435815,2109.7528706639964,1,0
PHerc0332,1367,10,20272282,0.5,2112.2156380565384,2101.839433126072,1,0
PHerc0332,1367,10,20272282,1.0,2120.2156380565384,2113.839433126072,1,0
PHerc0332,1367,10,20272282,1.5,2118.2156380565384,2117.839433126072,1,0
PHerc0332,1367,10,20272282,2.0,2114.2156380565384,2120.839433126072,1,0
PHerc0332,1367,11,20273282,0.5,2116.0403594376553,2088.183760191913,1,0
PHerc0332,1367,11,20273282,1.0,2114.0403594376553,2087.183760191913,1,0
PHerc0332,1367,11,20273282,1.5,2116.0403594376553,2063.183760191913,1,0
PHerc0332,1367,11,20273282,2.0,2125.0403594376553,2046.1837601919128,1,0
PHerc0332,1367,12,20274282,0.5,2121.8102271846924,2093.2751412519883,1,0
PHerc0332,1367,12,20274282,1.0,2121.8102271846924,2115.2751412519883,1,0
PHerc0332,1367,12,20274282,1.5,2114.8102271846924,2141.2751412519883,1,0
PHerc0332,1367,12,20274282,2.0,2112.8102271846924,2144.2751412519883,1,0
PHerc0332,1367,13,20275282,0.5,2116.3146926752515,2106.703169584326,1,0
PHerc0332,1367,13,20275282,1.0,2117.3146926752515,2118.703169584326,1,0
PHerc0332,1367,13,20275282,1.5,2114.3146926752515,2120.703169584326,1,0
PHerc0332,1367,13,20275282,2.0,2120.3146926752515,2139.703169584326,1,0
PHerc0332,1367,14,20276282,0.5,2116.6088395847905,2094.668026700925,1,0
PHerc0332,1367,14,20276282,1.0,2114.6088395847905,2097.668026700925,1,0
PHerc0332,1367,14,20276282,1.5,2111.6088395847905,2121.668026700925,1,0
PHerc0332,1367,14,20276282,2.0,2111.6088395847905,2122.668026700925,1,0
PHerc0332,1367,15,20277282,0.5,2116.989797581992,2099.8038552470975,1,0
PHerc0332,1367,15,20277282,1.0,2120.989797581992,2110.8038552470975,1,0
PHerc0332,1367,15,20277282,1.5,2121.989797581992,2115.8038552470975,1,0
PHerc0332,1367,15,20277282,2.0,2122.989797581992,2117.8038552470975,1,0
PHerc0332,1367,16,20278282,0.5,2114.9924137466814,2101.7661518132036,1,0
PHerc0332,1367,16,20278282,1.0,2119.9924137466814,2113.7661518132036,1,0
PHerc0332,1367,16,20278282,1.5,2115.9924137466814,2119.7661518132036,1,0
PHerc0332,1367,16,20278282,2.0,2114.9924137466814,2120.7661518132036,1,0
PHerc0332,1367,17,20279282,0.5,2111.677842975727,2103.195083114974,1,0
PHerc0332,1367,17,20279282,1.0,2111.677842975727,2112.195083114974,1,0
PHerc0332,1367,17,20279282,1.5,2117.677842975727,2130.195083114974,1,0
PHerc0332,1367,17,20279282,2.0,2119.677842975727,2147.195083114974,1,0
PHerc0332,1367,18,20280282,0.5,2112.8444833220196,2089.981061043887,1,0
PHerc0332,1367,18,20280282,1.0,2106.8444833220196,2089.981061043887,1,0
PHerc0332,1367,18,20280282,1.5,2101.8444833220196,2076.981061043887,1,0
PHerc0332,1367,18,20280282,2.0,2126.8444833220196,2058.981061043887,1,0
PHerc0332,1367,19,20281282,0.5,2120.604559082799,2115.846915886017,1,0
PHerc0332,1367,19,20281282,1.0,2114.604559082799,2120.846915886017,1,0
PHerc0332,1367,19,20281282,1.5,2108.604559082799,2126.846915886017,1,0
PHerc0332,1367,19,20281282,2.0,2106.604559082799,2131.846915886017,1,0
PHerc0332,1701,0,20262616,0.5,2113.2311311228373,2096.1724894761974,1,0
PHerc0332,1701,0,20262616,1.0,2114.2311311228373,2099.1724894761974,1,0
PHerc0332,1701,0,20262616,1.5,2117.2311311228373,2096.1724894761974,1,0
PHerc0332,1701,0,20262616,2.0,2120.2311311228373,2096.1724894761974,1,0
PHerc0332,1701,1,20263616,0.5,2115.001778334138,2093.5986625536457,1,0
PHerc0332,1701,1,20263616,1.0,2115.001778334138,2093.5986625536457,1,0
PHerc0332,1701,1,20263616,1.5,2116.001778334138,2092.5986625536457,1,0
PHerc0332,1701,1,20263616,2.0,2116.001778334138,2092.5986625536457,1,0
PHerc0332,1701,2,20264616,0.5,2111.5594105504974,2096.2248408836376,1,0
PHerc0332,1701,2,20264616,1.0,2110.5594105504974,2097.2248408836376,1,0
PHerc0332,1701,2,20264616,1.5,2109.5594105504974,2097.2248408836376,1,0
PHerc0332,1701,2,20264616,2.0,2109.5594105504974,2097.2248408836376,1,0
PHerc0332,1701,3,20265616,0.5,2115.7822925826754,2088.0926745118545,1,0
PHerc0332,1701,3,20265616,1.0,2115.7822925826754,2086.0926745118545,1,0
PHerc0332,1701,3,20265616,1.5,2116.7822925826754,2081.0926745118545,1,0
PHerc0332,1701,3,20265616,2.0,2118.7822925826754,2076.0926745118545,1,0
PHerc0332,1701,4,20266616,0.5,2113.3856690382536,2088.2946236934413,1,0
PHerc0332,1701,4,20266616,1.0,2114.3856690382536,2087.2946236934413,1,0
PHerc0332,1701,4,20266616,1.5,2115.3856690382536,2083.2946236934413,1,0
PHerc0332,1701,4,20266616,2.0,2115.3856690382536,2080.2946236934413,1,0
PHerc0332,1701,5,20267616,0.5,2111.5485435384808,2094.1954479983197,1,0
PHerc0332,1701,5,20267616,1.0,2109.5485435384808,2095.1954479983197,1,0
PHerc0332,1701,5,20267616,1.5,2107.5485435384808,2095.1954479983197,1,0
PHerc0332,1701,5,20267616,2.0,2107.5485435384808,2096.1954479983197,1,0
PHerc0332,1701,6,20268616,0.5,2115.878138493464,2086.9669213878674,1,0
PHerc0332,1701,6,20268616,1.0,2116.878138493464,2082.9669213878674,1,0
PHerc0332,1701,6,20268616,1.5,2118.878138493464,2078.9669213878674,1,0
PHerc0332,1701,6,20268616,2.0,2118.878138493464,2075.9669213878674,1,0
PHerc0332,1701,7,20269616,0.5,2113.25427231032,2093.655062756706,1,0
PHerc0332,1701,7,20269616,1.0,2112.25427231032,2093.655062756706,1,0
PHerc0332,1701,7,20269616,1.5,2111.25427231032,2093.655062756706,1,0
PHerc0332,1701,7,20269616,2.0,2109.25427231032,2092.655062756706,1,0
PHerc0332,1701,8,20270616,0.5,2112.202784231818,2097.804412867086,1,0
PHerc0332,1701,8,20270616,1.0,2111.202784231818,2098.804412867086,1,0
PHerc0332,1701,8,20270616,1.5,2110.202784231818,2097.804412867086,1,0
PHerc0332,1701,8,20270616,2.0,2109.202784231818,2096.804412867086,1,0
PHerc0332,1701,9,20271616,0.5,2118.75218543135,2093.187826136897,1,0
PHerc0332,1701,9,20271616,1.0,2119.75218543135,2093.187826136897,1,0
PHerc0332,1701,9,20271616,1.5,2120.75218543135,2093.187826136897,1,0
PHerc0332,1701,9,20271616,2.0,2123.75218543135,2094.187826136897,1,0
PHerc0332,1701,10,20272616,0.5,2114.7416739708333,2094.4973717816624,1,0
PHerc0332,1701,10,20272616,1.0,2111.7416739708333,2092.4973717816624,1,0
PHerc0332,1701,10,20272616,1.5,2082.7416739708333,2098.4973717816624,1,0
PHerc0332,1701,10,20272616,2.0,2080.7416739708333,2100.4973717816624,1,0
PHerc0332,1701,11,20273616,0.5,2112.452129577871,2094.444863101809,1,0
PHerc0332,1701,11,20273616,1.0,2116.452129577871,2096.444863101809,1,0
PHerc0332,1701,11,20273616,1.5,2123.452129577871,2098.444863101809,1,0
PHerc0332,1701,11,20273616,2.0,2126.452129577871,2100.444863101809,1,0
PHerc0332,1701,12,20274616,0.5,2110.6812171071765,2092.1508005471837,1,0
PHerc0332,1701,12,20274616,1.0,2107.6812171071765,2093.1508005471837,1,0
PHerc0332,1701,12,20274616,1.5,2103.6812171071765,2093.1508005471837,1,0
PHerc0332,1701,12,20274616,2.0,2100.6812171071765,2093.1508005471837,1,0
PHerc0332,1701,13,20275616,0.5,2112.9555804519227,2088.224760515615,1,0
PHerc0332,1701,13,20275616,1.0,2114.9555804519227,2083.224760515615,1,0
PHerc0332,1701,13,20275616,1.5,2116.9555804519227,2080.224760515615,1,0
PHerc0332,1701,13,20275616,2.0,2115.9555804519227,2075.224760515615,1,0
PHerc0332,1701,14,20276616,0.5,2116.5475690211524,2094.7743273152228,1,0
PHerc0332,1701,14,20276616,1.0,2117.5475690211524,2099.7743273152228,1,0
PHerc0332,1701,14,20276616,1.5,2119.5475690211524,2100.7743273152228,1,0
PHerc0332,1701,14,20276616,2.0,2122.5475690211524,2101.7743273152228,1,0
PHerc0332,1701,15,20277616,0.5,2118.338720799782,2088.561777621786,1,0
PHerc0332,1701,15,20277616,1.0,2119.338720799782,2087.561777621786,1,0
PHerc0332,1701,15,20277616,1.5,2121.338720799782,2086.561777621786,1,0
PHerc0332,1701,15,20277616,2.0,2123.338720799782,2083.561777621786,1,0
PHerc0332,1701,16,20278616,0.5,2115.224887146869,2090.0982802772646,1,0
PHerc0332,1701,16,20278616,1.0,2117.224887146869,2092.0982802772646,1,0
PHerc0332,1701,16,20278616,1.5,2122.224887146869,2095.0982802772646,1,0
PHerc0332,1701,16,20278616,2.0,2124.224887146869,2096.0982802772646,1,0
PHerc0332,1701,17,20279616,0.5,2108.8417720247617,2092.174938335753,1,0
PHerc0332,1701,17,20279616,1.0,2108.8417720247617,2092.174938335753,1,0
PHerc0332,1701,17,20279616,1.5,2108.8417720247617,2092.174938335753,1,0
PHerc0332,1701,17,20279616,2.0,2108.8417720247617,2092.174938335753,1,0
PHerc0332,1701,18,20280616,0.5,2114.422753485422,2094.8291952525556,1,0
PHerc0332,1701,18,20280616,1.0,2116.422753485422,2097.8291952525556,1,0
PHerc0332,1701,18,20280616,1.5,2119.422753485422,2100.8291952525556,1,0
PHerc0332,1701,18,20280616,2.0,2125.422753485422,2103.8291952525556,1,0
PHerc0332,1701,19,20281616,0.5,2110.072864891081,2095.4017490225897,1,0
PHerc0332,1701,19,20281616,1.0,2108.072864891081,2096.4017490225897,1,0
PHerc0332,1701,19,20281616,1.5,2103.072864891081,2098.4017490225897,1,0
PHerc0332,1701,19,20281616,2.0,2099.072864891081,2097.4017490225897,1,0
PHerc0332,2036,0,20262951,0.5,2091.89190965926,2092.0554375188976,1,0
PHerc0332,2036,0,20262951,1.0,2085.89190965926,2092.0554375188976,1,0
PHerc0332,2036,0,20262951,1.5,2081.89190965926,2091.0554375188976,1,0
PHerc0332,2036,0,20262951,2.0,2076.89190965926,2083.0554375188976,1,0
PHerc0332,2036,1,20263951,0.5,2098.8399196456357,2089.292466250299,1,0
PHerc0332,2036,1,20263951,1.0,2095.8399196456357,2089.292466250299,1,0
PHerc0332,2036,1,20263951,1.5,2093.8399196456357,2087.292466250299,1,0
PHerc0332,2036,1,20263951,2.0,2089.8399196456357,2080.292466250299,1,0
PHerc0332,2036,2,20264951,0.5,2099.331135048346,2089.6227184781064,1,0
PHerc0332,2036,2,20264951,1.0,2096.331135048346,2088.6227184781064,1,0
PHerc0332,2036,2,20264951,1.5,2095.331135048346,2085.6227184781064,1,0
PHerc0332,2036,2,20264951,2.0,2056.331135048346,2117.6227184781064,1,0
PHerc0332,2036,3,20265951,0.5,2099.676723841004,2093.1734188730593,1,0
PHerc0332,2036,3,20265951,1.0,2096.676723841004,2092.1734188730593,1,0
PHerc0332,2036,3,20265951,1.5,2094.676723841004,2083.1734188730593,1,0
PHerc0332,2036,3,20265951,2.0,2095.676723841004,2078.1734188730593,1,0
PHerc0332,2036,4,20266951,0.5,2099.8622964764686,2086.479476981674,1,0
PHerc0332,2036,4,20266951,1.0,2094.8622964764686,2085.479476981674,1,0
PHerc0332,2036,4,20266951,1.5,2091.8622964764686,2081.479476981674,1,0
PHerc0332,2036,4,20266951,2.0,2085.8622964764686,2076.479476981674,1,0
